label,zero_crossing_rate,rmse,spectral_centroid,spectral_bandwidth,rolloff,chroma_stft,tempo,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
cat,0.08065703850058005,0.004807483,3536.4268094517515,3713.438796233086,7842.882196200696,0.5384835,116.95063366697242,-481.44366,115.37292,-28.504316,40.92735,-10.3099575,24.900707,-6.8719797,14.12751,-3.68681,1.7204372,-0.9556705,-3.260432,3.5708876,1.784169,5.939356,-2.5554852,-1.8818287,-11.840198,-5.892584,-7.4429975,0.76142675,-3.1813982,-4.783418,-4.0283237,-2.1582177,1.3124653,-1.3370932,-2.0884545,-5.2391753,-4.175604,-5.904664,-2.5790381,-4.356619,0.76983,-0.7796682,-1.2941915,-1.5715913,0.6258853,3.9691675,-0.1984477
cat,0.0750027189675174,0.005474439,3324.7207291118348,3570.6377128412537,7196.436453197506,0.5047918,132.44848905466137,-469.36377,121.66109,-30.626228,37.657497,-11.327697,24.608427,-8.832186,12.545755,-3.8869307,2.4244645,-0.4571633,-2.8393204,2.6014986,1.0912151,6.962064,-0.94589823,-2.2463439,-12.998525,-5.4083443,-5.671406,1.2226508,-3.4892883,-4.5570583,-4.060391,-1.5282508,1.0789003,-1.7579337,-2.840587,-4.966368,-2.896891,-5.671007,-3.8997016,-5.183306,1.1277593,-0.92547745,-2.0497966,-1.8928342,0.7250808,2.2061245,-1.2012118
cat,0.07942217408642692,0.002801861,3601.342301650471,3825.985477363487,8078.298560759861,0.49899644,127.90482945877346,-490.64664,118.18527,-29.256363,43.622833,-15.686682,29.172573,-8.78497,18.313524,-2.0975718,5.2672133,-2.7252624,-3.968025,-0.7625142,-4.2471466,2.2599144,-1.865314,3.2086277,-7.040591,-1.6476355,-10.682743,-2.4357412,-3.1573608,1.0500866,-1.4228734,-5.320563,-6.394775,-4.9044156,-0.40054455,-2.1896534,-1.792831,-4.4780188,1.4083096,-1.9860914,1.270013,-3.2791631,-1.4551504,-0.67615265,0.7507942,0.7345351,-2.837508
snoring,0.10337401210846868,0.023792429,3560.7604268277555,3538.0730194704324,7323.037698484629,0.47053266,123.3532562178145,-305.4968,124.81216,-47.548054,24.693428,-26.963432,13.136243,-29.698195,3.6946747,14.217327,1.3644176,-6.5814376,1.6518162,-10.029455,3.1223214,0.7964675,-3.159523,-7.199698,6.0349283,-5.1492596,-4.695556,7.823607,0.4707352,-7.769621,3.1482053,3.1762156,2.81244,-3.4372463,0.8383107,-3.4474072,2.119779,-3.986988,2.0524192,-1.0060202,-6.24938,6.164149,-5.1161203,0.72543323,0.92196506,-2.149061,-3.2535217
church_bells,0.02191487819025522,0.091474585,1412.9792930510362,2698.45512423922,2142.8784576203598,0.50445217,124.05246074864064,-241.06638,177.02354,13.615107,19.774588,-2.4383993,22.263649,-0.6815833,12.297548,-1.5681666,10.949454,-2.0918376,-0.2635164,-1.4347582,1.2090441,-0.058306985,-1.8345826,4.198398,4.9204736,12.146135,4.3545833,3.2117307,-6.9067597,-4.002338,-4.286729,2.303627,1.492036,3.5661526,3.3337848,3.3893301,0.9165628,-4.0395384,-1.2172444,1.0136533,4.7820554,-3.3946545,-4.4088435,-5.029345,1.9600888,0.46218142,3.300997
clock_tick,0.030792307134570766,0.0105006825,2344.4665787539584,3726.0476831373708,5595.535228755801,0.52056414,125.55902292479654,-478.44138,134.6628,12.846456,31.8946,-1.202785,9.195131,-14.926843,12.390047,-5.4320784,10.744419,6.680927,12.665144,3.2165756,0.9647722,0.28352076,-3.0216095,-3.338067,-3.6632004,4.2586074,1.1515775,7.887065,5.564731,5.060667,-2.3540087,0.9225581,-2.2342415,-1.9465013,0.81147885,2.8764138,2.7351334,2.8474236,5.646001,2.673504,7.2496,3.8143466,3.8054063,-1.4444996,-0.6671971,-4.62521,-1.9287323
washing_machine,0.01823747462296984,0.075805366,1286.8523369439733,2138.057699091543,2404.074712695766,0.475659,129.7308822569692,-338.2711,128.83649,0.37932882,17.02394,1.9058453,10.079371,-1.0301765,5.5330844,-0.34692207,4.888226,-0.19697978,-1.6571946,-0.28451523,-0.57128865,-1.3784112,1.1624969,2.5283759,-1.544749,-0.8095344,-1.591826,-2.5589528,-2.2216454,-0.4598136,-0.5805136,1.4882421,0.45973936,1.0498208,0.6818442,-1.1498419,-0.7386091,-1.3803906,-1.1734973,0.62571424,0.08319101,-1.1408705,-1.4643555,-2.0259194,-1.2883363,-1.7034024,-2.3681183
sheep,0.1031009824535963,0.050689455,3478.4865985661477,3701.743456497029,6013.159462913283,0.3968772,126.69786075311791,-260.2415,123.80195,-67.64861,-3.5923443,32.08006,10.189585,-18.521492,7.7963524,-20.285772,13.300518,-18.13165,14.631666,-8.609731,11.370978,-16.3773,2.7668984,-15.722613,2.6645327,-12.448726,-3.7439935,-12.665287,-1.1439638,-8.327223,-0.47686112,-7.031711,-5.177374,-9.497442,-4.7001905,-5.1613107,-5.711309,-5.7365093,-7.2657795,-3.8127594,-8.57853,-0.31657824,-6.9893,-0.6772165,-9.656504,-2.050894,-6.5025525
sheep,0.08327857634860789,0.0247366,3488.349840310643,4413.089508254316,6686.784005220417,0.39961156,126.21664087939163,-295.13187,132.8357,-36.69115,3.2657049,20.671268,17.371574,-18.904743,17.965942,-22.331661,22.224138,-17.389816,10.058751,-22.585909,11.772968,-15.743266,9.268333,-15.794856,4.389337,-10.197346,3.8506641,-12.229984,-3.9597833,-11.380104,-0.9350157,-7.8003135,-3.439647,-7.0521984,-1.1917121,-2.3222578,-4.4387345,-6.4647284,-10.481603,-5.3147373,-8.859023,0.0031996018,-7.4585752,0.17085627,-9.870853,-1.1648201,-7.418635
rain,0.2257989232888631,0.09859885,6001.267009816145,4441.078799522067,11353.243954828886,0.72270083,130.84813494973324,-60.579556,60.06303,-48.672993,39.435593,-26.677984,12.824826,-22.616598,14.328293,-26.21012,9.860168,-21.738775,6.192959,-14.748987,5.9349813,-12.729265,5.6405334,-12.596432,1.807624,-12.780815,3.4419456,-11.645127,4.066952,-8.484621,4.755323,-8.987173,2.7201653,-9.143617,2.6153193,-7.735758,2.8131075,-7.6162043,1.5865614,-6.838174,1.4823494,-7.699803,1.1919687,-4.7652025,1.3338183,-5.3826857,0.5891839
engine,0.021909213674593968,0.026079664,1309.1465118837705,1805.9797202025745,2729.770655089907,0.37966692,135.99917763157896,-418.04584,86.61397,-14.137388,19.291885,-4.2607613,9.807528,-7.6014624,12.377423,-0.43024963,1.9524032,4.889358,0.13352847,3.4510722,-0.035621565,-2.64102,3.2546427,0.39123812,0.944114,1.2161993,2.1855178,0.45729223,1.1128248,1.3260761,2.2500508,0.8306149,1.4249529,0.76130694,-0.25276214,0.5533395,-0.81935054,0.005225697,0.40277588,1.0790573,0.3151317,0.70360535,-0.4697979,-0.41902888,-0.2733693,0.74805623,0.30693725
engine,0.01023124818735499,0.04424978,853.010044597767,1407.727138298371,1839.9147830263921,0.34408516,123.08845747061943,-433.6769,107.98089,-20.153152,28.867304,0.5851305,17.433588,6.581859,9.967721,5.158284,2.6144874,1.179245,2.5057468,6.752334,3.096372,1.7922783,-0.75215834,6.429896,3.6111434,-2.1108122,-0.9557164,0.6833216,-0.056293763,-0.5785346,1.4467489,2.4450417,-1.4491712,-0.39718744,-0.9113708,0.25098184,0.509928,-0.3560209,-1.447509,-2.7852364,0.11189441,-1.1985924,-0.00015832763,0.24220055,1.5628737,-0.044123635,-0.44622672
water_drops,0.14662258918213458,0.0021665215,6662.965165013257,5761.249526176819,13794.689516567576,0.69248194,163.83045990304606,-601.67444,58.347843,7.4597077,13.332835,0.9714148,8.982915,-0.46543887,6.217673,-1.9539843,5.5408764,-0.59782577,5.429402,3.2428172,7.2165976,3.7234213,5.9710536,2.9638972,6.487205,4.0400023,6.2087436,3.035745,4.9038935,2.738368,3.8222144,1.7802409,4.745196,2.1752565,2.833324,1.5390378,3.4383576,0.75452346,2.1756277,1.4438343,2.7268424,0.97149885,1.7600958,1.4873512,1.9069287,0.73326707,2.3110354
pouring_water,0.13465460049303946,0.0038767064,5746.695072147237,4981.711029951374,11407.002021099188,0.4050938,121.22070479872485,-524.2148,53.80553,-24.596918,-6.5982623,-27.552856,-4.3541474,-10.432665,18.80683,11.330501,8.31247,3.210838,15.766949,6.9228244,6.2002497,-3.3141105,3.0202518,6.4028163,7.8240237,0.287566,4.462683,4.6162467,1.9331025,-1.7669168,3.1746755,0.35647088,2.006285,-0.7591781,4.652932,2.508614,2.5101497,0.4388381,1.3788354,-0.5747471,2.5126767,-1.6221604,-0.24170311,3.1277776,2.334176,1.913816,1.9742656
engine,0.027781050609048723,0.46059716,1749.1768651435884,2644.2089749807274,3398.449055611949,0.73131996,124.17955707798085,-41.27093,184.14545,-38.82981,30.8557,-11.799329,25.9787,-2.3444731,22.287613,-4.086756,15.862539,4.5193706,14.742876,5.9635034,8.765892,4.611718,2.5437725,3.660252,1.973407,5.2895846,1.1018128,2.574823,-4.2424574,-7.2915998,-6.752026,-1.6814252,-3.5112865,-1.6119747,1.0860692,0.27079192,0.7273468,0.06203309,-0.34570432,2.945516,-0.6495098,-0.11441663,3.789092,3.3022375,2.1610425,-0.20733774,-1.2681191
pouring_water,0.16601675790313225,0.0041021965,6537.954600270213,4574.087278992681,11578.41830862094,0.42784885,136.12672124548175,-517.9938,31.219027,-40.692856,10.907613,-26.758844,10.223429,-9.255839,15.691909,-5.5201955,6.9416623,-7.0842676,3.402606,-3.3147664,4.408331,0.9503354,4.5284038,-1.4855344,8.152499,-0.6039498,1.8299286,-0.51809627,2.9246225,-4.4358664,1.7712145,-4.9738984,2.8538697,-3.9082932,0.6856536,-4.2627425,0.07795152,-4.4522085,-1.0474929,-2.548573,2.0325227,-2.6922607,1.5941947,-2.1484187,1.3971677,-1.866606,-0.7776318
wind,0.04740293285962877,0.023091704,2644.6722688668888,4109.534555738821,5182.357526102088,0.5823872,121.13749818221415,-290.5352,162.10324,-5.5760026,-3.7135608,-30.180922,7.167349,-23.12654,3.6987228,-25.782358,6.5041456,-24.64855,6.5708637,-22.810038,4.9072022,-19.692629,4.4303026,-17.023176,4.092555,-14.221333,3.2290127,-11.577377,1.7693155,-9.487951,0.8729277,-8.279822,-0.6932309,-6.284538,-1.8347298,-5.3312426,-3.0661485,-4.1935334,-3.9710307,-3.1857543,-4.9994483,-2.3688948,-6.245925,-1.8017048,-6.69626,-0.61221236,-6.347246
wind,0.04386374347447796,0.033069447,2298.621220609061,3576.0370400400097,3538.389895410383,0.5792612,122.52465985651688,-259.99747,171.71103,-17.08442,-11.077721,-27.17947,7.3114367,-27.246103,0.10337199,-23.345882,3.5233867,-24.250364,4.164,-20.54794,4.0290265,-17.226788,4.6275587,-14.453512,3.4505289,-12.672364,1.8786494,-10.9943,0.57077414,-9.253315,-0.57867557,-8.206231,-1.3633314,-6.6760793,-2.9908326,-6.169931,-4.228197,-4.878101,-4.5551085,-3.897572,-5.4734464,-3.0614016,-5.8253245,-1.7384512,-5.923084,-1.0607573,-5.7656455
wind,0.07111686122389792,0.10230475,2913.8696949738815,3358.150997266773,6062.121270482889,0.6336308,122.70052280054495,-114.56231,159.1594,-60.826057,27.969936,-45.917046,24.33934,-35.349052,15.12822,-28.690767,7.473775,-22.630129,2.0766637,-16.161644,-2.8674135,-10.960139,-6.4180512,-6.0283523,-8.357938,-2.8686767,-9.633279,-0.5735192,-9.765867,-0.44336623,-8.954877,-1.9110003,-8.638941,-2.4822469,-6.438865,-3.4161263,-5.50667,-4.6729174,-4.4242625,-5.4315915,-3.022428,-5.357649,-2.286098,-5.4013433,-2.3932025,-4.3445554,-1.8868976
footsteps,0.11545075949825986,0.012717146,4042.6331129797372,3391.5045902967136,7754.451176406613,0.45289847,124.58365533571954,-434.63974,68.969795,-26.56256,24.468674,-22.031342,11.380578,-14.170271,3.7327023,-8.572707,3.4394248,-7.4177794,5.407222,-3.8959138,5.161329,-1.8346804,4.019456,-3.3543515,1.9539312,-3.6122112,0.65861917,-4.6429358,-1.0863008,-3.9628112,-1.37789,-3.5395548,-1.0332018,-2.0244355,-1.6088334,-2.5936253,-1.2230777,-0.9277107,-1.401419,-0.8048694,-1.3452568,-0.4478145,-1.1071203,-0.21945445,-1.4704295,0.6658378,-0.71481967
toilet_flush,0.153315780887471,0.113633424,5010.309055761197,4290.725833372759,9825.335792488399,0.5664012,117.65394332221197,-80.92469,82.17347,-53.87328,17.664692,-36.17214,14.842744,-22.598436,12.992864,-15.251108,6.1461277,-18.908228,5.5712924,-16.301283,0.796179,-16.07557,2.1495569,-11.743039,2.3961165,-10.555731,3.7307808,-7.800908,0.77266777,-9.210982,0.10041726,-4.5170426,5.580878,-0.85565966,4.205395,-0.57224154,2.903706,-1.5470802,3.2485478,2.7485561,3.8924427,2.3652153,2.6887717,1.9600393,0.011999143,0.23188853,-1.6077788
pouring_water,0.17586168612238978,0.008190927,6573.956643282193,4878.04147162627,12253.9413699971,0.48847383,131.7064515178817,-419.74524,40.876293,-47.092453,-5.8457623,-23.967512,19.33769,-11.262932,13.903121,-29.100637,-8.400188,-17.429304,3.4568636,-10.072633,4.0103602,-0.7805134,9.143688,-9.398452,4.518224,-2.6208265,4.3440576,1.2422507,11.308019,1.7137371,10.770037,0.16154495,4.8018794,-1.0520438,3.6259425,-4.934921,3.0073419,-2.5334952,2.465072,-0.5026387,0.29761952,-1.0676942,3.2981973,-2.9583464,1.0790874,-0.8043551,-0.040330857
pouring_water,0.11921992821925755,0.010048764,5601.1818908075065,4837.6070543299065,11062.370849042924,0.3176669,115.51355272674863,-424.49493,55.07877,-19.259045,-13.761721,-60.862484,-20.209553,-31.897627,9.815121,-2.893101,-0.79615235,-10.364342,12.723906,4.7005873,8.311972,2.171438,16.428074,9.071789,11.273967,-5.485027,0.58884865,-3.2296126,0.46124488,-6.884757,1.3824372,1.232795,7.511917,-2.3448787,2.5742893,4.2739944,4.010909,-5.2938604,0.5031421,-1.7258949,2.508668,-0.6305436,-0.9738859,2.3607328,5.509651,-2.098402,-0.14782694
door_wood_creaks,0.10006706786542924,0.052233182,3495.086949576169,2941.080239673883,6081.656032482599,0.3876878,126.0480182926829,-332.48193,71.79053,-73.77014,27.35266,-15.040384,13.419873,0.5339089,2.7955546,-10.48498,3.936031,3.1978898,5.4687166,-2.0889006,-2.683767,8.125116,6.2174478,-2.8901863,-1.5658411,8.842748,0.44983393,-0.6559513,0.53037375,10.651556,6.447796,-1.860741,7.5566854,-0.47091874,1.1724622,1.3972063,4.6663523,1.4588269,2.44845,3.9551792,-1.09172,-2.0104136,-0.5356635,4.012072,1.8291719,2.1561086,-2.577937
door_wood_creaks,0.073237655887471,0.03488348,2997.9880222469437,2842.293420707891,5514.798207294083,0.3848916,129.18181499128247,-416.2587,67.76101,-50.348774,8.847133,2.6517923,14.219817,8.884784,3.6144624,-6.8268538,-3.0735993,6.6959376,12.172048,10.40032,2.2070935,3.9705613,5.4785814,6.408113,4.4047275,7.1007705,4.271538,-3.7509806,-4.885691,2.9352098,3.661798,-0.73514056,0.422853,2.9142041,3.8256996,-0.32214016,2.5013213,1.2622423,0.47947,1.8851064,0.13524258,3.9760964,3.8690772,5.146533,4.0776815,0.5078358,0.538705
door_wood_creaks,0.06151777298433875,0.01114401,2921.951507410269,3305.826845754698,6008.513087296984,0.45799696,135.4500600660059,-531.11035,102.80053,-37.61908,14.096181,8.896968,21.804071,4.4457235,-1.0060226,1.4665589,5.4930334,4.118922,3.6665113,7.5897236,10.939771,15.609448,11.557474,9.784672,4.980023,1.733572,2.4135633,-0.45200783,2.6067977,-0.96860784,-3.0557828,-0.84220374,1.1807337,4.937862,0.6754131,-0.75075066,3.8456929,0.92202395,-2.7092075,-0.043205738,0.3289639,-0.13434136,3.7194574,0.4980738,0.48593587,4.141752,3.4739132
door_wood_creaks,0.0758693898636891,0.026356062,3664.9569879625924,3744.3942644139142,7254.441206859049,0.4946864,129.44789695017707,-456.6439,57.247272,-29.309248,27.988895,-0.027000196,21.879152,10.6143465,7.086701,-1.3150401,6.5637813,-1.6445907,5.153121,5.650409,8.003246,5.724615,6.3181853,0.8042496,5.3003736,7.065913,2.6714141,0.3438612,-1.5281727,-1.6581085,0.8658192,6.1054997,1.1764879,-0.981124,1.9037632,-1.108602,-0.11752022,4.8113112,2.3539643,0.29473636,0.04137672,-1.0476166,1.7130909,5.0424995,1.8563802,-2.6767747,2.075978
door_wood_creaks,0.05629282373839907,0.017806454,2608.3226548569305,3074.759784239591,5212.883714290893,0.5454708,125.93266112203611,-460.40427,132.05666,-40.321945,26.349442,-0.78247756,9.123672,6.5706286,-4.076925,-0.4706635,1.625702,1.8385228,10.567917,5.9875336,3.2567396,1.2604495,1.8679214,2.023598,7.1474643,5.6388454,0.7846565,1.6458635,-1.8954115,-0.24835828,3.9377701,1.3610169,-1.9062154,-0.103433415,1.9764594,2.5635977,3.9354608,1.7731497,1.3570848,2.886918,2.00431,0.7560256,0.7304692,0.8698105,-0.108367845,-0.24185847,3.2561846
door_wood_creaks,0.04802829538863109,0.020450458,2488.3662666739915,3015.402477096361,5071.693848789153,0.4861782,129.60061446064012,-441.69458,126.2041,-29.824144,15.313977,3.717858,2.4384475,3.2455788,-6.1915097,-6.826157,4.687568,1.0343547,5.428118,7.0625057,1.8022674,-2.197103,4.0081267,2.2146902,2.6569345,7.7307873,4.214706,4.531213,4.9106145,6.3568873,1.0334028,-2.4615717,-4.642187,0.7647842,0.5651064,1.1572558,4.6274805,0.30394715,0.16917469,2.3842592,1.4390373,0.8270456,1.4722607,-1.458346,0.6729522,1.0904113,2.9812121
door_wood_creaks,0.09457362057714618,0.035995595,3960.7949477169814,3661.942886357281,7728.571363834107,0.5443492,140.59889791183295,-341.35034,91.60671,-37.485268,27.161158,-11.682774,10.048182,-9.125152,-9.057698,-11.754499,6.9220276,-4.269182,8.26676,2.9449542,1.3910091,-9.046586,3.427927,-7.918872,2.2573807,3.32232,3.0152862,-1.9395263,2.8847642,0.77729464,-1.8821896,0.97089875,-3.6615798,-1.5988619,0.74379,0.8205422,2.7787826,1.380004,1.5971519,0.72409976,0.6190419,-1.1684211,-1.0711089,-0.68673617,3.0186973,-0.65382004,2.2735562
door_wood_creaks,0.05306631561774942,0.015724577,2973.4233973742844,3622.401421720067,6360.73833562935,0.6630497,95.73130530675012,-476.41077,100.40611,-25.094204,36.94137,1.2886813,20.617958,8.504863,9.18812,-3.1631782,4.146978,4.8986826,6.742865,3.2669268,2.9777956,6.018751,5.5362086,2.9594603,1.6357627,7.342601,3.8804796,2.70311,0.6518509,0.31126437,0.81139976,-0.07015439,0.9266172,-0.089200966,4.4464736,3.2633603,1.8463228,-1.4479406,0.58909243,2.602624,-2.6608748,-0.3208576,4.1189737,3.7859335,1.4300542,0.4490814,-0.26929572
coughing,0.06381303473027843,0.011692381,2909.297290022884,3545.945414986899,6316.472864704177,0.45420682,124.97190400232019,-499.82288,98.867004,5.598829,16.704958,-12.016682,1.6297691,-5.8080063,-4.133872,7.7351084,1.3900774,-8.841112,6.4825616,1.8720703,-5.1147223,-4.610865,-0.33971754,-2.626613,1.0964491,1.3550099,-1.1150466,-5.015392,0.5465893,1.0491964,-3.9481559,-2.926261,-2.3149054,-1.532678,-3.6252084,-2.8051627,-3.8351548,-3.324365,-3.989466,-0.2687982,-3.0050447,-1.6159505,-1.9912461,-3.7388542,-1.51571,-3.2420747,-3.2671835
door_wood_knock,0.005187563442575406,0.006367174,708.8596708389615,1274.3034374746333,1487.0400413283062,0.2599083,178.74057424593968,-657.15735,61.82267,4.9557986,7.5632377,5.1720023,6.5572696,7.94012,5.7641478,4.497876,4.221735,-0.5078203,0.879536,2.1037498,2.746267,1.387844,2.9745789,1.1379837,0.75405705,1.3213913,1.6123652,-0.50993896,-1.0803239,-2.4576886,-1.1042218,-0.3998176,-1.468432,-0.29774323,0.095177926,-1.9006633,-1.7892007,-1.0171583,-0.3299666,-0.12412668,-1.1536444,-2.3776345,-3.563261,-0.9599919,0.24563468,-1.7882309,-1.6794778
coughing,0.053981701348607886,0.011724285,2747.7807146309715,3197.987226508845,6197.315812608758,0.39765683,107.27445777899077,-528.76917,66.95779,-12.952045,18.315317,7.077902,13.167431,-6.1744313,5.567674,-2.253248,-7.463241,4.1720138,1.8933556,-5.871821,-0.115618214,5.516047,3.2834036,-2.0049202,3.788506,5.9579387,-3.1974869,-0.24937715,-1.8955702,-3.6521568,-0.29965952,-2.2871408,-3.650731,-3.2933378,-1.865164,-3.1281648,-1.3654515,-1.2209885,-2.9964767,-2.5439258,0.079480074,-0.7441615,-1.2864298,-1.6562635,-1.2610685,-0.37159726,-0.6645172
snoring,0.015595544518561485,0.18690944,2216.487169621106,3998.7205006231384,5114.660332982889,0.5928968,131.49802962038234,-256.7267,121.82691,28.303654,45.874863,18.028618,15.380436,5.0538936,11.360424,-4.8172197,9.843728,-5.1857824,1.6975921,0.6970334,19.270914,-2.6299644,-0.640279,1.8321006,-0.54624754,-10.038007,1.1065453,-8.831231,-3.6876075,-3.2076051,3.0205617,-4.879285,-0.7613974,1.5277431,2.8791733,-7.053419,-0.83320576,7.2971187,-7.8340173,1.0490024,-2.785871,1.2820622,-5.0390296,0.032594968,-0.013211031,-3.3632698,-3.8985248
airplane,0.014343686557424594,0.14337358,916.5693287141198,1558.8233733557213,1926.0475955263921,0.54261446,127.48719522714815,-260.4102,222.0956,-26.424648,23.71082,37.767693,9.372601,6.6711636,15.058658,8.587894,2.0068417,6.3149076,4.349829,1.7640319,0.2885755,-4.6021914,-7.596572,-6.150879,-5.1816745,-2.8208365,-4.628177,-7.586345,-5.4048576,-2.111437,0.1131709,-1.0801656,-4.1704874,-3.3600576,-1.2486279,-1.4318945,-3.301056,-3.8118887,-2.7791739,-3.5093396,-3.094186,-2.9639165,-3.734823,-2.507048,-2.5540771,-3.9915571,-4.292956
keyboard_typing,0.1916079067575406,0.00285283,5055.596228101752,3935.7225381524363,9841.223399434455,0.442026,120.67318442240774,-583.89496,33.438564,-34.504143,3.6087482,-8.427472,6.4041095,-12.4538555,2.1555624,-7.584985,4.425847,-6.623253,6.1145315,-7.031433,7.395075,-2.114179,6.1629453,-3.6125176,2.9480197,-2.5064461,7.4056554,-2.8189423,5.5502377,-5.0009646,5.781349,-1.0115279,4.4033055,-3.8138912,3.3407226,-3.141008,2.0906265,-4.094568,3.0467978,-2.2034514,2.0472293,-1.5029522,4.312495,-0.7336498,3.7172415,-0.897118,2.7794013
coughing,0.026079430104408354,0.015413734,2368.0119602221116,3397.5664607241492,5714.642319823086,0.5551988,82.72016351619132,-533.4559,60.496414,4.583006,12.035945,-7.443178,12.930555,0.9316422,9.027563,7.478943,4.496152,0.43095225,6.7160606,4.520629,3.0963576,0.20103933,6.141979,9.243683,5.9371786,3.88613,5.8205028,7.2256966,2.4108646,4.761917,2.5412292,0.83346415,2.082688,2.916534,2.7142832,1.432597,3.024371,3.1965208,0.6868134,1.7952343,4.433332,3.191246,0.6820585,1.8656894,4.7900267,3.0039535,1.0701076
toilet_flush,0.06252265806264501,0.020444764,3006.722107190455,3397.8136413259667,6652.161012724768,0.63055754,121.28745008903034,-306.76483,131.90724,-37.686962,47.31733,-12.718458,31.940392,-1.8895867,11.811256,0.7352101,4.5530543,-1.494659,9.568623,3.9725034,3.1167774,3.1473207,-4.27012,-0.18638869,-0.62167597,1.8263707,0.21209124,7.4651637,3.5778005,7.3135343,3.1917508,3.3536131,2.0346994,3.374189,0.99788857,0.4523428,0.9899881,2.254245,2.0059805,-2.538184,-3.143649,-5.4673724,-1.7817572,-0.09698337,0.5158964,-3.1814528,-3.8587105
train,0.026748975855568447,0.13310012,1499.5785487842109,2262.0386589400114,2679.7596659295245,0.6046773,123.66223692020209,-173.37018,197.44638,-28.275307,36.604813,-2.5006423,30.683584,-12.309252,-4.807758,6.083185,2.5850065,1.0839989,-6.4234676,1.6065985,-6.5340405,-1.2266153,-6.1734395,-6.646515,0.09774141,-1.289609,-0.0054478124,-6.677937,-5.150966,-5.374574,-2.3878534,-3.2384536,-3.0936406,-1.9545207,-2.7803288,0.022676835,-0.068780035,-1.4765226,-1.2632475,-1.4813652,-1.0471724,-1.5630311,-3.7679937,-1.8824508,-0.30463547,1.0529805,-3.490478
train,0.024187481873549885,0.11528822,1275.1167606979632,2117.7972303387737,2170.40698412123,0.5276131,122.17214204898018,-224.65057,202.45345,-3.6416662,30.006023,-0.22538711,10.265569,-13.0886345,0.59946775,0.4067935,-2.0105672,-0.7368546,-2.60657,-1.5364283,-5.3840027,-6.096692,-3.8509192,-4.211447,-0.6259716,-3.7929518,-3.1101065,-6.2309656,-2.2733204,-2.3573892,-3.3834333,-2.6527941,-3.5475347,-1.1486329,-6.305642,-3.6415775,-4.664951,-4.906483,-1.632536,-2.7471611,-0.8385052,-0.1945,-0.26780373,1.1766802,-2.188121,-0.72429514,-2.2303991
siren,0.027998568010440834,0.081318125,923.5752554684346,966.3864414890342,1308.9289760368329,0.22028327,126.1872824825986,-433.0981,175.48024,-18.60874,-62.087143,-27.420935,-26.051277,-35.355286,-33.941925,-36.243305,-34.91383,-23.151875,-8.38882,6.081122,19.001505,25.989996,19.939268,0.62815964,-15.554803,-16.971195,-12.212549,-9.3140545,-7.832885,-6.371723,-1.6241969,2.570255,-1.0094502,-2.7173247,5.510766,8.824875,-0.93633497,-7.1136193,1.2164032,7.8400755,-4.5589757,-19.419155,-7.762343,18.216133,19.089739,-4.9198003,-16.851461
sneezing,0.05083562935034803,0.022691486,2519.3141020311514,2864.7907968592635,5275.734687681264,0.42445207,161.4990234375,-451.74146,37.21736,-5.279749,-0.710199,-3.7240765,1.0430225,-4.2915096,-2.0465522,0.75377584,0.8009303,-0.5618803,-2.9046516,-0.28934363,-0.46518636,0.97191983,1.0484092,-0.33926755,-1.8520001,-2.4962184,-1.2653115,-0.2386742,-0.79927355,-2.5778713,-0.6707048,0.7240404,-0.38209116,0.03797224,-0.7241294,-0.94399595,-0.59615743,-0.7358023,-1.2595358,-2.426595,-1.2369444,-0.9766997,-2.160173,-1.7149515,-0.066308886,0.25351068,-0.080733486
church_bells,0.028346369272041764,0.14917022,910.2191542049402,1056.7173540916876,1615.190078487529,0.3894645,124.46359272350436,-238.75517,272.26505,-28.013464,-8.218826,22.617296,-12.697833,-3.7834575,-3.6329875,-10.5131235,-1.196466,-2.7027342,-5.746181,-3.8454335,-2.770731,2.509414,4.270926,-0.12449616,-2.5449572,-4.5894327,-7.8158784,-7.657356,-3.5477037,0.4195396,1.0818155,0.06277027,1.2484448,2.0764308,-1.5909414,-5.2865634,-2.6277473,2.7473428,2.8589303,-1.1903762,-5.2841883,-7.377173,-5.1617503,-1.755771,-1.1629733,-2.1294162,-3.1729903
toilet_flush,0.09545955082656613,0.10267586,3763.455983224729,4112.577792339327,8198.105106220997,0.57975346,141.0984793945694,-144.773,100.98901,-29.715559,20.742735,-13.072696,18.780397,-14.446217,15.637911,-3.7915707,20.980295,7.0154824,11.523668,-7.2487526,8.206835,-2.2457476,9.251006,-6.889805,0.51479495,-9.344062,1.8506879,-3.4824371,1.4621617,-5.925707,0.2875605,-1.6333257,-1.3022232,-0.36164644,1.5749347,2.1360486,-0.028478848,3.1055803,-0.7477284,0.27946472,-4.246279,-2.251455,-1.6197213,2.4479742,-0.59951884,-1.3167192,-4.166021
